model,best_params,cv_score,name,f1_macro,f1_micro,iou_macro,auc_macro,auc_micro,acc,model_path,rep_path
RandomForest,"{'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 0.5, 'max_depth': 10}",0.49178527513480413,RandomForest_hp_tuned,0.5455538812066658,0.7204545454545455,0.40832615660201865,0.8752863275535834,0.9309865702479339,0.7204545454545455,C:\Users\Victoria\Desktop\data\datos_raw\resultados_ml\COMBINED_TRAIN_ONLY\aptos_2019_hp_tuned\RandomForest_hp_tuned_model.pkl,C:\Users\Victoria\Desktop\data\datos_raw\resultados_ml\COMBINED_TRAIN_ONLY\aptos_2019_hp_tuned\RandomForest_hp_tuned_classification_report.csv
XGBoost,"{'subsample': 0.8, 'n_estimators': 400, 'max_depth': 9, 'learning_rate': 0.05, 'colsample_bytree': 0.8}",0.4856389081215191,XGBoost_hp_tuned,0.5239654925668417,0.740909090909091,0.3983659835225394,0.8784862393919862,0.937998450413223,0.740909090909091,C:\Users\Victoria\Desktop\data\datos_raw\resultados_ml\COMBINED_TRAIN_ONLY\aptos_2019_hp_tuned\XGBoost_hp_tuned_model.pkl,C:\Users\Victoria\Desktop\data\datos_raw\resultados_ml\COMBINED_TRAIN_ONLY\aptos_2019_hp_tuned\XGBoost_hp_tuned_classification_report.csv
